id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
9474,2002,CKY4,,,,,,
9475,1994,The Critic: The Complete Series,,,,,,
9476,1986,Last Resort,84,4.2,Zane Buzby,Steve Zacharias-Jeff Buhai,Concorde Pictures-Trinity Pictures,Comedy
9477,1986,A Great Wall,97,6.9,Peter Wang,Shirley Sun-Peter Wang,Nanhai-W&S,Comedy-Drama
9478,2005,Ice Queen,92,2.9,Neil Kinsella,Peter Beckwith-Neil Kinsella-David R. Williams,Edgewood Studios-Artist View Entertainment,Horror-Thriller
9479,2002,The Cuckoo,99,7.8,Aleksandr Rogozhkin,Aleksandr Rogozhkin,CTB Film Company,Drama-War-Comedy
9480,1995,Family of Cops,90,5.7,Ted Kotcheff,Joel Blasberg,Alliance Communications Corporation-CBS Entertainment Production-Joel Blasberg Company-The Cramer Company,Action-Drama-Thriller
9481,1972,Deliverance,109,7.7,John Boorman,James Dickey-James Dickey-John Boorman,Warner Bros.-Elmer Enterprises,Adventure-Drama-Thriller
9482,1992,Inspector Morse 23: The Death of the Self,,,,,,
9483,1992,Inspector Morse 8: Ghost in the Machine,,,,,,
9484,2002,The Other Brother,94,4.9,Mandel Holland,Mandel Holland,DelFlix Pictures,Comedy-Drama
9485,1967,Persona,,,,,,
9486,2004,Evanescence: Anywhere but Home,,8.7,Hamish Hamilton,,Emotional Pictures-Wind-Up Records,Music
9487,2002,Dragon Ball Z: The Return of Cooler,,,,,,
9488,2000,Secret KGB JFK Assassination File,,,,,,
9489,1974,Dirty Mary,93,6.7,John Hough,Leigh Chapman-Antonio Santean-Richard Unekis,Academy Pictures-Twentieth Century Fox,Action-Crime-Thriller
9490,2004,The Pixies: Sell Out 2004: Reunion Tour,,,,,,
9491,1981,The Woman Next Door,106,7.4,François Truffaut,François Truffaut-Suzanne Schiffman-Jean Aurel,Les Films du Carrosse-TF1 Films Production,Drama-Romance
9492,2003,3 Walls,115,7.9,Nagesh Kukunoor,Nagesh Kukunoor,Metalight Productions-SIC Productions,Crime-Drama
9493,2003,MTV Video Music Awards Collection: Hip Pop,,,,,,
9494,1994,Body Chemistry III: Point of Seduction,90,4.0,Jim Wynorski,Jackson Barr,Concorde-New Horizons,Drama-Thriller
9495,2000,Kadosh,,,,,,
9496,2003,Cold Mountain: Bonus Material,,,,,,
9497,1985,Moonlighting: The Pilot,93,7.5,Robert Butler,Glenn Gordon Caron,Picturemaker Productions-ABC Circle Films,Comedy-Drama-Mystery-Romance
9498,2004,Lewis Black: Black on Broadway,58,8.1,Paul Miller,Lewis Black,Rickmill Productions,Documentary-Comedy
9499,1981,Ken Burns' America: Brooklyn Bridge,,,,,,
9500,2002,20,101,6.2,Rob Bowman,Gregg Chabot-Kevin Peterka-Gregg Chabot,Spyglass Entertainment-The Zanuck Company-Touchstone Pictures-Tripod Entertainment-World 2000 Entertainment,Action-Adventure-Fantasy-Sci-Fi-Thriller
9501,2001,Lakeboat,,,,,,
9502,1999,Letters From a Killer,,,,,,
9503,2004,NBA Dynasty Series: Chicago Bulls 1990s,,,,,,
9504,1999,Dillagi,188,5.4,Sunny Deol,Sutanu Gupta-Sanjay Masoomm,Vijayta Films,Drama-Family-Musical-Romance
9505,1997,Insomnia,96,7.3,Erik Skjoldbjærg,Nikolaj Frobenius-Erik Skjoldbjærg,Norsk Film-Nordic Screen Production AS-Norsk Filminstitutt,Crime-Mystery-Thriller
9506,1968,Once Upon a Time in the West: Bonus Material,,,,,,
9507,1988,Inspector Morse 6: The Settling of the Sun,,,,,,
9508,2004,Welcome to Mooseport,110,5.2,Donald Petrie,Doug Richardson-Tom Schulman,Twentieth Century Fox-Intermedia Films-Mediastream Vierte Film GmbH & Co. Vermarktungs KG-Mooseport Productions,Comedy-Romance
9509,1987,Batteries Not Included,106,6.6,Matthew Robbins,Mick Garris-Brad Bird-Matthew Robbins,Universal Pictures-Amblin Entertainment,Comedy-Family-Fantasy-Sci-Fi
9510,1985,P.D. James: The Black Tower,50,7.5,Ronald Wilson,William Humble-P.D. James,Anglia Television,Crime-Drama-Mystery
9511,1987,Someone to Watch Over Me,106,6.1,Ridley Scott,Howard Franklin-Danilo Bach-David Seltzer,Columbia Pictures,Crime-Drama-Romance-Thriller
9512,2004,Method,93,4.5,Duncan Roy,Katie L. Fetting-Duncan Roy,Andrew Stevens Entertainment-Method Company,Romance-Thriller
9513,1989,Tales from the Crypt: Season 1,,,,,,
9514,2002,PRIDE Fighting Championships: Cold Fury 3,,,,,,
9515,2000,If You Only Knew,107,5.7,David Snedeker,Gary Goldstein,Cinerenta Medienbeteiligungs KG-Two Sticks Productions,Romance-Comedy
9516,1995,Bad Company,108,5.4,Damian Harris,Ross Thomas,Touchstone Pictures-Tool Shed Productions,Crime-Drama-Thriller
9517,1971,Silent Running,,,,,,
9518,1995,Showgirls,128,4.7,Paul Verhoeven,Joe Eszterhas,Carolco Pictures-Chargeurs-United Artists-Vegas Productions,Drama
9519,1966,Au Hasard Balthazar,95,7.9,Robert Bresson,Robert Bresson,Argos Films-Athos Films-Parc Film-Svensk Filmindustri-Svenska Filminstitutet,Drama
9520,1969,The First Churchills,50,8.3,David Giles,Winston Churchill-Donald Wilson,British Broadcasting Corporation,Biography-Drama-History
9521,1993,Into the West,,,,,,
9522,1928,The Lost Films of Laurel & Hardy,,,,,,
9523,1967,Waterhole #3,95,6.4,William A. Graham,Joseph T. Steck-Robert R. Young,Geoffrey Productions,Comedy-Western
9524,1999,The Winslow Boy,104,7.4,David Mamet,Terence Rattigan-David Mamet,Winslow Partners Ltd.,Drama-Romance
9525,1994,The Legend of Drunken Master,102,7.6,Chia-Liang Liu-Jackie Chan,Edward Tang-Man-Ming Tong-Kai-Chi Yuen,Golden Harvest Company-Hong Kong Stuntman Association-Paragon Films Ltd.,Action-Comedy
9526,2001,Juwanna Mann,,,,,,
9527,1999,Crime & Passion,86,4.7,Gary Dean Orona,Gary Dean Orona,Orphan Productions,Crime-Drama-Romance
9528,1957,12 Angry Men,96,8.9,Sidney Lumet,Reginald Rose-Reginald Rose,Orion-Nova Productions,Drama
9529,2003,National Lampoon's Christmas Vacation 2: Cousin Eddie's Island Adventure,83,2.7,Nick Marck,Matty Simmons,Warner Bros. Television-National Lampoon Productions-Elliot Friedgen & Company,Comedy
9530,2002,Vietnam: We Were Heroes 1st Cavalry Division Airmobile,,,,,,
9531,2003,Undefeated,92,5.5,John Leguizamo,John Leguizamo-Frank Pugliese-Frank Pugliese,Forensic Films-Hart Sharp Entertainment-Lower East Side Films,Drama-Sport
9532,1989,The Adventures of Milo and Otis,,,,,,
9533,1996,Sorceress II: The Temptress,,,,,,
9534,2001,In July,,,,,,
9535,1941,Irene Dunne Romance Classics: Love Affair/ Penny Serenade,,,,,,
9536,1985,The Official Story,112,7.8,Luis Puenzo,Aída Bortnik-Luis Puenzo,Historias Cinematograficas Cinemania-Progress Communications,Drama-History-War
9537,2004,The Twins Effect 2,106,5.0,Patrick Leung-Corey Yuen,Kin Chung Chan-Suet Lam-Roy Szeto,Emperor Classic Films-Shenzhen Film Studio-Union Praise,Action-Adventure-Comedy-Fantasy
9538,1986,The Last Days of Patton,146,6.3,Delbert Mann,Ladislas Farago-William Luce,Entertainment Partners,Biography-Drama
9539,2001,Wit,99,8.1,Mike Nichols,Margaret Edson-Emma Thompson-Mike Nichols,HBO Films-Avenue Pictures,Drama
9540,1987,The Decalogue,,,,,,
9541,2003,Denise Austin: Yoga Buns,,,,,,
9542,2001,Lantana,121,7.3,Ray Lawrence,Andrew Bovell-Andrew Bovell,MBP-Jan Chapman Productions-Australian Film Finance Corporation-The New South Wales Film and Television Office,Drama-Mystery-Romance
9543,1977,Close Encounters of the Third Kind: Bonus Material,,,,,,
9544,1991,The Doors Collection,,,,,,
9545,2002,The Adventures of Pluto Nash,95,3.8,Ron Underwood,Neil Cuthbert,Castle Rock Entertainment-Village Roadshow Pictures-NPV Entertainment-Mel's Cite du Cinema,Comedy-Action-Sci-Fi
9546,2000,Lucky Numbers,105,5.0,Nora Ephron,Adam Resnick,Paramount Pictures-StudioCanal-Mad Chance,Comedy-Crime
9547,1986,Troll / Troll 2: Double Feature,,,,,,
9548,1976,Midway,132,6.8,Jack Smight,Donald S. Sanford,The Mirisch Corporation-Universal Pictures,Action-Drama-History-War
9549,2003,The Collected Shorts of Jan Svankmajer: Vol. 1,86,8.3,Jan Svankmajer,Edgar Allan Poe-Jan Svankmajer,Kimstim Films,Animation-Comedy-Fantasy
9550,1985,Perfect,115,4.3,James Bridges,Aaron Latham-Aaron Latham-James Bridges,Columbia Pictures-Delphi III Productions-Pluperfect,Drama-Romance
9551,1997,Drunks,,,,,,
9552,1997,I.M. Pei,90,7.7,Peter Rosen,,Peter Rosen Productions,Documentary-History
9553,2002,And Now ... Ladies and Gentlemen,133,6.2,Claude Lelouch,Claude Lelouch-Pierre Leroux-Pierre Uytterhoeven,Canal+-France 2 Cinéma-Gemka Productions-L&G Productions-Les Films 13,Crime-Drama-Romance-Thriller
9554,2003,The Inspector Lynley Mysteries: Deception on His Mind,90,7.4,Tim Leandro,Elizabeth George-Valerie Windsor,British Broadcasting Corporation-WGBH,Crime-Drama-Mystery-Romance
9555,1994,Frank & Jesse,,,,,,
9556,2003,Rugrats All Grown Up: Lucky 13,,,,,,
9557,2000,Jesus Christ Superstar: 2000,107,7.2,Gale Edwards-Nick Morris,Tim Rice,KQED-Really Useful Films,Music
9558,1997,Elvis Presley: Great Performances: Vol. 3: From the Waist Up,51,7.6,Andrew Solt,Peter Guralnick,Elvis Presley Enterprises,Documentary-Music
9559,2004,Chisholm '72: Unbought and Unbossed,76,7.4,Shola Lynch,,Realside Productions,Documentary
9560,2000,New World Disorder,,,,,,
9561,1996,Stories From My Childhood,,,,,,
9562,2002,Black Mask 2: City of Masks,102,3.6,Hark Tsui,Hark Tsui-Julien Carbon-Laurent Courtiaud,China Star Entertainment-Destination Films-Film Workshop-One Hundred Years of Film Company,Action-Drama-Sci-Fi
9563,1962,Walk on the Wild Side,114,6.8,Edward Dmytryk,Nelson Algren-John Fante-Edmund Morris,Famous Artists Productions-Columbia Pictures-Famartists Productions S.A.,Drama-Romance
9564,1976,Lifeguard,96,6.7,Daniel Petrie,Ron Koslow,Paramount Pictures,Drama
9565,1982,Rocky III,99,6.8,Sylvester Stallone,Sylvester Stallone,United Artists,Drama-Sport
9566,1987,Inspector Morse 1: The Dead of Jericho,,,,,,
9567,1997,Mystery Science Theater 3000: Overdrawn at the Memory Bank,91,8.0,Kevin Murphy,Joel Hodgson-Paul Chaplin-Bill Corbett,Best Brains,Comedy-Sci-Fi
9568,1933,W.C. Fields,,,,,,
9569,1988,War and Remembrance: Vol. 2,1620,8.3,Dan Curtis,Dan Curtis-Earl W. Wallace-Herman Wouk,Dan Curtis Productions-ABC Circle Films-Jadran Film-Paramount Pictures,Drama-War
9570,2005,Blood Relic,86,4.0,J. Christian Ingvordsen,Matthew M. Howe-J. Christian Ingvordsen,Sultan Films,Horror-Thriller
9571,1960,Flaming Star,101,6.6,Don Siegel,Clair Huffaker-Nunnally Johnson-Clair Huffaker,Twentieth Century Fox,Western
9572,2002,Alanis Morissette: Live in the Navajo Nation,53,7.2,Alan Carter,Lewis Friedman-Parvene Michaels-Spencer Thornton,Earth Escapes-Innovative Media Productions-TBA Entertainment Corporation-Tall Pony,Documentary-Music
9573,1944,House of Frankenstein,71,6.3,Erle C. Kenton,Edward T. Lowe Jr.-Curt Siodmak,Universal Pictures,Fantasy-Horror-Sci-Fi
9574,2002,Empires: Peter and Paul and the Christian Revolution,,,,,,
9575,1968,Star!,176,6.6,Robert Wise,William Fairchild,Robert Wise Productions-Twentieth Century Fox,Biography-Comedy-Drama-History-Musical-Romance
9576,1942,To the Shores of Tripoli,86,6.1,H. Bruce Humberstone,Lamar Trotti-Steve Fisher,Twentieth Century Fox,Drama-Romance-War
9577,1990,Jeeves and Wooster: Season 4,,,,,,
9578,1949,Sands of Iwo Jima,100,7.2,Allan Dwan,Harry Brown-James Edward Grant-Harry Brown,Republic Pictures,Action-Drama-Romance-War
9579,2004,The Hidden Fuhrer: Hitler's Sexuality,81,7.3,Fenton Bailey-Randy Barbato-Gabriel Rotello,,World of Wonder Productions-World of Wonder,Documentary
9580,2002,Blue Gate Crossing,85,7.0,Chih-yen Yee,Chih-yen Yee,Arc Light Films-Pyramide Productions,Drama-Romance
9581,1976,The Jeffersons: Season 2,,,,,,
9582,1976,I,,,,,,
9583,1960,Chaudhvin Ka Chand,169,7.2,M. Sadiq,Tabish Sultanpuri-Saghir Usmani-Saghir Usmani,Guru Dutt Films Pvt. Ltd.,Musical-Romance
9584,1997,Billy Joel: Greatest Hits: Vol. 3: The Video,80,7.8,Chris Blum-Howard Deutch-Kathy Dougherty,,Automatic Productions,Documentary-Music
9585,1973,The Tomorrow People: Set 1,30,7.4,,Roger Damon Price-Brian Finch-Jon Watkins,Thames Television,Drama-Fantasy-Sci-Fi
9586,1994,Mosquito,92,4.6,Gary Jones,Tom Chaney-Steve Hodge-Gary Jones,Acme Films Ltd.-Antibes Inc.-Excalibur Motion Pictures,Horror-Sci-Fi
9587,2003,Blue Gender,,,,,,
9588,2004,Tying the Knot,81,7.4,Jim de Sève,,"1,049 Films",Documentary-History-Romance
9589,2001,The Last Siege,,,,,,
9590,1988,The Bear,96,7.7,Jean-Jacques Annaud,James Oliver Curwood-Gérard Brach,Price-Renn Productions,Adventure-Family-Drama
9591,2001,A Knight's Tale,132,6.9,Brian Helgeland,Brian Helgeland,Columbia Pictures-Escape Artists-Finestkind-Black and Blu Entertainment,Action-Adventure-Romance
9592,1998,There's Something About Mary: Special Edition,,,,,,
9593,1995,Friday,91,7.3,F. Gary Gray,Ice Cube-DJ Pooh,New Line Cinema-Priority Films,Comedy-Drama
9594,2003,NASCAR: Winston Cup 2003 Year in Review,,,,,,
9595,1999,My Father,89,7.8,Yimou Zhang,Shi Bao-Shi Bao,Columbia Pictures Film Production Asia-Guangxi Film Studio,Drama-History-Romance
9596,1971,Straw Dogs,113,7.5,Sam Peckinpah,David Zelag Goodman-Sam Peckinpah-Gordon Williams,ABC Pictures-Talent Associates-Amerbroco,Crime-Drama-Thriller
9597,1965,War-Gods of the Deep,84,5.4,Jacques Tourneur,Charles Bennett-Louis M. Heyward-Edgar Allan Poe,Bruton Film Productions,Adventure-Fantasy-Sci-Fi
9598,1979,Manhattan,96,8.0,Woody Allen,Woody Allen-Marshall Brickman,Jack Rollins & Charles H. Joffe Productions,Comedy-Drama-Romance
9599,2001,The Mind of the Married Man: Season 1,,,,,,
9600,2004,Intermedio,,,,,,
9601,1997,The Wedding Party,91,6.0,Cherie Nowlan,Alexandra Long,Stamen Films Pty. Ltd.-The Australian Film Commission-New South Wales Film & Television Office,Comedy-Drama-Romance
9602,1981,Tower of Death,86,5.2,See-Yuen Ng-Sammo Kam-Bo Hung-Corey Yuen,Tin Shing Hoh-Chuo-Lun Ting,Seasonal Film Corporation,Action-Mystery
9603,2005,Pink Floyd: Atom Heart Mother,,,,,,
9604,1997,A Gun,85,5.9,Todd Morris,Todd Morris-Deborah Twiss,Independent Partners,Crime-Drama-Thriller
9605,2001,Armitage: Dual-Matrix,,,,,,
9606,1980,Agatha Christie's The Mirror Crack'd,105,6.2,Guy Hamilton,Jonathan Hales-Barry Sandler-Agatha Christie,G.W. Films-EMI Films,Crime-Mystery-Thriller
9607,2003,Cromartie High School,12,7.8,,Kathleen Moynihan-Eiji Nonaka,CPTA-Production I.G.,Animation-Comedy
9608,1996,Love and Death on Long Island,,,,,,
9609,1985,Sweet Dreams,115,7.1,Karel Reisz,Robert Getchell,HBO Pictures-Silver Screen Partners,Biography-Drama-Music-Musical
9610,1998,A Will of Their Own,300,7.2,Karen Arthur,Susan Nanus-Susan Richards Shreve-Lynn Roth,Lakeside Productions-Warner Bros. Television-Wolper Organization,Drama
9611,1959,Anatomy of a Murder,160,8.0,Otto Preminger,Wendell Mayes-John D. Voelker,Otto Preminger Films,Crime-Drama-Mystery-Thriller
9612,1959,Destiny of a Man,103,8.1,Sergey Bondarchuk,Yuriy Lukin-Fyodor Shakhmagonov-Mikhail Sholokhov,Mosfilm,Drama-War
9613,1999,8MM,123,6.5,Joel Schumacher,Andrew Kevin Walker,Columbia Pictures-Hofflund/Polone-Global Entertainment Productions GmbH & Company Medien KG,Mystery-Thriller
9614,1979,Rocky II,119,7.2,Sylvester Stallone,Sylvester Stallone,Chartoff-Winkler Productions,Drama-Sport
9615,1999,The Haunting of Hell House,90,4.4,Mitch Marcus,Lev L. Spiro-Mitch Marcus-Henry James,New Concorde,Horror-Thriller
9616,2002,Barbie as Rapunzel,84,6.4,Owen Hurley,Elana Lesser-Cliff Ruby,Family Home Entertainment-Mainframe Entertainment-Mattel,Animation-Family
9617,1998,Stepmom,125,6.7,Chris Columbus,Gigi Levangie-Gigi Levangie-Jessie Nelson,TriStar Pictures-1492 Pictures,Comedy-Drama
9618,2000,Mr. Bill's Classics,,,,,,
9619,1962,The Lucy Show: The Lost Episodes Marathon: Vol. 1,,,,,,
9620,1960,It Started in Naples,100,6.4,Melville Shavelson,Melville Shavelson-Jack Rose-Suso Cecchi D'Amico,Capri Productions-Paramount Pictures,Comedy-Drama
9621,2000,Shaft,99,5.9,John Singleton,Ernest Tidyman-John Singleton-Shane Salerno,Paramount Pictures-Scott Rudin Productions-New Deal Productions-Munich Film Partners & Company (MFP) Shaft Productions-Shaft Productions,Action-Crime-Thriller
9622,2001,Midsomer Murders: Tainted Fruit,98,7.7,Peter Smith,David Hoskins-Caroline Graham,Bentley Productions,Crime-Drama-Mystery
9623,2002,On the Edge,92,5.6,Robert Mandel,Betty Goldberg,Once and Future Films-Patricia Clifford Productions-Viacom Productions,Drama
9624,1988,21 Jump Street: Season 3,,,,,,
9625,1940,The Grapes of Wrath,129,8.1,John Ford,Nunnally Johnson-John Steinbeck,Twentieth Century Fox,Drama-History
9626,1989,Saved by the Bell: Season 2,,,,,,
9627,1998,Fighter Jets and Attack Aircraft,,,,,,
9628,1983,Star Wars: Episode VI: Return of the Jedi,131,8.3,Richard Marquand,Lawrence Kasdan-George Lucas-George Lucas,Lucasfilm,Action-Adventure-Fantasy-Sci-Fi
9629,2002,Stranded,120,6.6,Charles Beeson,Johann David Wyss-Anton Diether-Greg Dinner,Hallmark Entertainment-Mat II Productions-RTL,Adventure-Drama
9630,1997,Teach Me Tonight,92,4.7,Rick Blaine,David Keith Miller,Playboy Entertainment Group,Mystery-Romance-Thriller
9631,1922,Haxan: Witchcraft Through the Ages,91,7.7,Benjamin Christensen,Benjamin Christensen,Aljosha Production Company-Svensk Filmindustri,Documentary-Fantasy-Horror
9632,2002,Danzig: Archive De La Morte,,,,,,
9633,2003,The Matrix: Reloaded: Bonus Material,,,,,,
9634,1976,Good Times: Season 4,,,,,,
9635,1993,Cool Runnings,98,6.9,Jon Turteltaub,Lynn Siefert-Michael Ritchie-Lynn Siefert,Walt Disney Pictures,Adventure-Comedy-Family-Sport
9636,2004,Producing Adults,102,6.3,Aleksi Salmenperä,Tuomo Hutri-Pekko Pesonen-Pekko Pesonen,Blind Spot Pictures Oy-Sonet Film AB-Film i Väst,Comedy-Drama
9637,1996,Jerry Maguire: Bonus Material,,,,,,
9638,1984,Country,105,6.8,Richard Pearce,William D. Wittliff,Far West-Panagea-Touchstone Pictures,Drama
9639,1983,Psycho II,113,6.5,Richard Franklin,Tom Holland-Robert Bloch,Universal Pictures-Oak,Crime-Horror-Mystery-Thriller
9640,1951,Detective Story,103,7.6,William Wyler,Philip Yordan-Robert Wyler-Sidney Kingsley,Paramount Pictures,Crime-Drama-Film-Noir-Romance
9641,1998,Alice Through the Looking Glass,83,5.6,John Henderson,Lewis Carroll-Nick Vivian,Projector Productions-Channel 4 Television Corporation-IAC Film-Baltic Media Centre-Isle of Man Film Commission,Fantasy-Family
9642,2005,Bomb the System,,,,,,
9643,1999,Selma Lord Selma,94,7.4,Charles Burnett,Rachel West Nelson-Frank Sikora-Sheyann Webb,Esparza / Katz Productions-Walt Disney Television,Action-Adventure-Comedy-Drama-Family-Fantasy-Musical
9644,2002,Stargate SG-1: Season 6,,,,,,
9645,2003,Daddy Day Care,92,5.6,Steve Carr,Geoff Rodkey,Revolution Studios-Davis Entertainment-Day Care Productions,Comedy-Family
9646,1995,Sins of the Sisters,,,,,,
9647,2002,Lisa Lampanelli: The Queen of Mean,60,6.6,Theodore Brown,Lisa Lampanelli,,Comedy
9648,1949,The Ealing Comedy Collection: Whisky Galore,,,,,,
9649,2004,Ramones: Raw,105,7.8,John Cafiero,,Ramones Productions Inc.,Documentary-Music
9650,1998,Since You've Been Gone,96,5.5,David Schwimmer,Jeff Steinberg,FilmColony-Miramax,Comedy-Romance
9651,2001,Harold and the Purple Crayon: The Complete Series,,,,,,
9652,2005,WWE: The Self-Destruction of the Ultimate Warrior,90,6.9,Kevin Dunn,,World Wrestling Entertainment,Documentary
9653,2003,My Flesh and Blood,83,8.4,Jonathan Karsh,,Chaiken Films-Cinemax-Home Box Office,Documentary
9654,1998,Very Bad Things,100,6.3,Peter Berg,Peter Berg,Initial Entertainment Group (IEG)-Interscope Communications-Ballpark Productions Partnership-VBT Productions,Comedy-Crime-Thriller
9655,1976,Family Plot,120,6.8,Alfred Hitchcock,Ernest Lehman-Victor Canning,Universal Pictures,Comedy-Thriller
9656,1997,The Serpent's Kiss,104,5.8,Philippe Rousselot,Tim Rose Price,J&M Entertainment-Jones-Brockman Productions-Rose Price Battsek Productions-Trinity-Berryer Films-Canal+-France 2 Cinéma,Drama
9657,1990,Ghost Dad,83,4.3,Sidney Poitier,Brent Maddock-S.S. Wilson-Phil Alden Robinson,Universal Pictures-SAH Productions,Comedy-Family-Fantasy
9658,1994,Death Wish 5: The Face of Death,95,4.8,Allan A. Goldstein,Brian Garfield-Michael Colleary-Allan A. Goldstein,21st Century Films-Death Wish 5 Productions,Action-Crime-Drama-Thriller
9659,2004,Britney Spears: Greatest Hits: My Prerogative,160,7.1,Jim Swaffield-Chris Applebaum-Gregory Dark,Jim Swaffield,Fuzzy Bunny Films-Jive-Relevant-Zomba Video,Music
9660,2003,Stripperella: Season 1 (Uncensored),,,,,,
9661,1999,Bittersweet,98,4.5,Luca Bercovici,Rick Bloggs,Dog Ate My Script Inc.,Romance-Thriller
9662,2003,Angels in America,352,8.3,Mike Nichols,Tony Kushner,Avenue Pictures-HBO Films-Panorama Films,Drama-Fantasy-Romance
9663,1995,Bushwhacked,90,5.5,Greg Beeman,John Jordan-Danny Byers-John Jordan,Twentieth Century Fox,Adventure-Comedy-Crime-Family-Mystery
9664,1993,My My Mai,90,6.5,Osamu Sekita-Hiromichi Matano-Nanako Shimazaki,Yumi Nakamura-Osamu Sekita-Masakazu Yamaguchi,Apple-J.C. Staff,Animation-Adventure-Comedy-Fantasy
9665,1993,Silk Stalkings: Season 3,,,,,,
9666,1963,The Silence,96,8.0,Ingmar Bergman,Ingmar Bergman,Svensk Filmindustri,Drama
9667,1998,Silent Mobius: Vol. 3,,,,,,Action
9668,1983,Le Dernier Combat,92,6.9,Luc Besson,Luc Besson-Pierre Jolivet,Les Films du Loup,Sci-Fi
9669,2002,Dragon Ball Z: Kid Buu Saga,,,,,,
9670,1990,Robot Jox,85,5.0,Charles Band,J.S. Cardone,Full Moon Entertainment,Horror-Sci-Fi
9671,2004,Britney Spears: In the Zone,95,6.6,Sara Nichols-Nick Wickham-Paul Hunter,,Emotional Pictures-Jive Records,Documentary-Music
9672,2002,The Osbournes: Season 2 1/2,,,,,,
9673,2001,The Weight of Water,,,,,,
9674,1997,Night Flier,94,6.0,Mark Pavia,Stephen King-Mark Pavia-Jack O'Donnell,New Amsterdam Entertainment-Stardust International-Medusa Film-Night Flier Productions,Fantasy-Horror-Mystery
9675,1998,Submitted for Your Approval: Rod Serling,,,,,,
9676,1991,Red Green's: We Can't Help It -- We're Men,,,,,,
9677,1979,The Black Hole,98,5.9,Gary Nelson,Jeb Rosebrook-Bob Barbash-Richard H. Landau,Walt Disney Productions,Action-Sci-Fi
9678,1988,Luther Vandross: Live at Wembley,,,,,,
9679,1996,Harriet the Spy,100,6.0,Bronwen Hughes,Louise Fitzhugh-Greg Taylor-Julie Talen,Nickelodeon Movies-Paramount Pictures-Rastar Pictures,Comedy-Drama-Family
9680,1998,Hercules & Xena: Animated Movie,80,5.7,Lynne Naylor,John Loy-Sam Raimi-John Schulian,Universal Cartoon Studios-Renaissance Pictures,Animation-Action-Adventure-Family-Fantasy
9681,1994,Heavenly Creatures,99,7.4,Peter Jackson,Fran Walsh-Peter Jackson,WingNut Films-Fontana Productions-New Zealand Film Commission,Biography-Crime-Drama-Thriller
9682,1979,Cuba,122,5.7,Richard Lester,Charles Wood,Holmby Pictures,Adventure-Romance-Thriller-War
9683,2002,Rings,115,7.1,Gore Verbinski,Ehren Kruger-Kôji Suzuki-Hiroshi Takahashi,DreamWorks-Parkes+MacDonald Image Nation-BenderSpink,Horror-Mystery
9684,1996,Legend of Crystania: The Motion Picture,,,,,,
9685,2000,28 Days,103,6.0,Betty Thomas,Susannah Grant,Columbia Pictures-Tall Trees Productions,Comedy-Drama
9686,2004,Saints and Soldiers,,,,,,
9687,2002,The Man Without a Past,97,7.7,Aki Kaurismäki,Aki Kaurismäki,Sputnik-Yleisradio (YLE)-Pandora Filmproduktion-ZDF/Arte-Network Movie Film-und Fernsehproduktion-Pyramide Productions-Arte France Cinéma-Canal+-Centre National de la Cinématographie (CNC)-Bavaria Film,Comedy-Drama-Romance
9688,2001,Dean Martin: That's Amore,60,8.1,David Leaf-John Scheinfeld,David Leaf-John Scheinfeld,Crew Neck Productions,
9689,1973,The Exorcist: Restored Version,,,,,,
9690,1933,Duck Soup,68,8.0,Leo McCarey,Bert Kalmar-Harry Ruby-Arthur Sheekman,Paramount Pictures,Comedy-Musical-War
9691,2001,ECW: The Best of Cactus Jack,,8.3,,Mike Johnson,,Sport
9692,2001,Okie Noodling,57,7.2,Bradley Beesley,,Little League Pictures,Documentary
9693,1935,Werewolf of London,75,6.5,Stuart Walker,John Colton-Robert Harris-Harvey Gates,Universal Pictures,Drama-Fantasy-Horror
9694,2003,Melvin Goes to Dinner,83,7.0,Bob Odenkirk,Michael Blieden-Michael Blieden,LeFoole Inc.-Phyro-Giant Partners-Situation Films-Squaresville Productions,Comedy-Drama-Romance
9695,1998,A Cool,97,6.3,John N. Smith,Michael Grant Jaffe-Matthew McDuffie,Fox 2000 Pictures-Jacobs/Mutrux,Drama
9696,2000,Fart: The Movie,,,,,,
9697,2001,Love in a Cold Climate,150,7.2,Tom Hooper,Nancy Mitford-Deborah Moggach,,Drama
9698,1991,Iron Maze,104,4.5,Hiroaki Yoshida,Ryûnosuke Akutagawa-Hiroaki Yoshida-Tim Metcalfe,J&M Entertainment-Kitty Films-TYO Productions-Trans Tokyo,Drama-Thriller
9699,2003,The Snow Walker,103,7.4,Charles Martin Smith,Charles Martin Smith-Farley Mowat,Infinity Media-Téléfilm Canada-Canadian Television Fund-British Columbia Film-The Harold Greenberg Fund-CanWest Western Independent Producers Fund-The Movie Network (TMN)-Super Écran-The New VI-Movie Central Network-Snow Walker/Walk Well Productions,Adventure-Drama
9700,1994,Virtual Combat,,,,,,
9701,1995,Radiohead: 7 Television Commercials,,,,,,
9702,1999,Tarzan,88,7.3,Chris Buck-Kevin Lima,Tab Murphy-Bob Tzudiker-Noni White,Walt Disney Pictures-Walt Disney Feature Animation,Animation-Adventure-Family-Romance
9703,1928,The Farmer's Wife,100,6.0,Alfred Hitchcock,Leslie Arliss-Alfred Hitchcock-J.E. Hunter,British International Pictures,Comedy-Drama-Romance
