id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,rated
12862,1991.0,Don't Tell Mom the Babysitter's Dead,102.0,6.2,Stephen Herek,Neil Landau-Tara Ison,Home Box Office-Cinema Plus-Mercury/Douglas Films-Outlaw Productions,Comedy,
12863,1997.0,Tidal Wave: No Escape,91.0,4.1,George Miller,Tedi Sarafian-Tedi Sarafian-George Malko,Hallmark Entertainment-JAWO Productions-RHI Entertainment,Action-Drama-Thriller,
12864,2004.0,Chokher Bali,,,,,,,
12865,2001.0,The Shrink Is In,92.0,5.2,Richard Benjamin,Alison Balian-Joanna Johnson,Shrink Productions Inc.,Comedy-Romance,
12866,1984.0,Bolero,105.0,2.9,John Derek,John Derek,City Films-Golan-Globus Productions,Comedy-Drama-Romance,
12867,1972.0,Last Tango in Paris,129.0,7.1,Bernardo Bertolucci,Bernardo Bertolucci-Bernardo Bertolucci-Franco Arcalli,Les Productions Artistes Associés-Produzioni Europee Associate (PEA),Drama-Romance,
12868,1964.0,Seance on a Wet Afternoon,121.0,7.9,Bryan Forbes,Mark McShane-Bryan Forbes,Beaver Films-Allied Film Makers,Crime-Drama,
12869,1981.0,The Great Muppet Caper,97.0,7.2,Jim Henson,Tom Patchett-Jay Tarses-Jerry Juhl,Henson Associates-Incorporated Television Company,Adventure-Comedy-Crime-Family-Musical-Mystery,
12870,1993.0,Schindler's List,195.0,8.9,Steven Spielberg,Thomas Keneally-Steven Zaillian,Universal Pictures-Amblin Entertainment,Biography-Drama-History,
12871,1926.0,Our Hospitality / Sherlock Jr.,,,,,,,
12872,2004.0,Eagles: Farewell I Tour: Live from Melbourne,,,,,,,
12873,1982.0,Wrong Is Right,117.0,5.7,Richard Brooks,Charles McCarry-Richard Brooks,Columbia Pictures-Rastar Productions,Comedy-Drama-Thriller,
12874,2005.0,Dora the Explorer: Big Sister Dora,25.0,5.0,,,Sesame Workshop,Animation-Adventure-Comedy-Family-Musical,
12875,1950.0,Treasure Island,96.0,7.0,Byron Haskin,Lawrence Edward Watkin-Robert Louis Stevenson,Walt Disney Productions-Walt Disney British Films,Adventure-Family,
12876,2000.0,Rat,89.0,6.0,Steve Barron,Wesley Burrowes,Jim Henson Company-Jim Henson Productions-Ruby Films-Samson Films-The Jim Henson Company-Universal Pictures,Comedy-Drama-Family-Fantasy,
12877,1999.0,Smiling Fish and Goat on Fire,90.0,7.5,Kevin Jordan,Kevin Jordan-Derick Martini-Derick Martini,One Sock Productions-Parabellum Productions-Red Horse Films-Smiling Fish and Goat on Fire LLC-Uniquexposure Films,Comedy-Romance,
12878,2002.0,Frontier House,,8.5,Nicolas Brown-Maro Chermayeff,,Channel Four-Public Broadcasting Service-WNET Thirteen-Wall to Wall Television,History-Reality-TV,
12879,1985.0,Demons,88.0,6.7,Lamberto Bava,Dardano Sacchetti-Dario Argento-Lamberto Bava,DACFILM Rome,Horror,
12880,2001.0,Mitr,,,,,,,
12881,2001.0,Moulin Rouge,127.0,7.6,Baz Luhrmann,Baz Luhrmann-Craig Pearce,Twentieth Century Fox-Bazmark Films,Drama-Musical-Romance,
12882,1997.0,Lilith Fair: A Celebration of Women in Music,90.0,8.2,Buffy Childerhose-Alex Jamison,,Brainchild Productions-High Five Entertainment-Lilith Fair Productions Ltd.,Documentary-Music,
12883,1998.0,Love and Rage,,,,,,,
12884,1948.0,Sorry,89.0,7.5,Anatole Litvak,Lucille Fletcher-Lucille Fletcher,Hal Wallis Productions,Drama-Film-Noir-Mystery-Thriller,
12885,1981.0,Mephisto,144.0,7.8,István Szabó,Péter Dobai-István Szabó-Klaus Mann,Mafilm-Objektív Film-Manfred Durniok Filmproduktion-Hessischer Rundfunk (HR)-Österreichischer Rundfunk (ORF),Drama,
12886,2001.0,VeggieTales: Lyle the Kindly Viking,30.0,7.5,Tim Hodge-Marc Vulcano,Tim Hodge-Eric Metaxas-Phil Vischer,Big Idea Entertainment,Animation-Short-Comedy-Family-Musical,
12887,2000.0,Legend of the Chupacabra,81.0,3.5,Joe Castro,Rudy Balli-Mark Stephens,,Horror,
12888,1993.0,Bopha!,120.0,6.5,Morgan Freeman,Percy Mtwa-Brian Bird-John Wierick,Arsenio Hall Communications-Taubman Entertainment Group,Drama,
12889,1975.0,Race with the Devil,88.0,6.6,Jack Starrett,Lee Frost-Wes Bishop,Saber Productions-Twentieth Century Fox,Action-Horror-Thriller,
12890,1976.0,Carrie,98.0,7.4,Brian De Palma,Stephen King-Lawrence D. Cohen,Red Bank Films,Horror,
12891,2003.0,24: Season 3,,8.2,Brian Katkin,Brian Katkin,,Horror,
12892,1995.0,Smoke,112.0,7.4,Paul Auster-Wayne Wang,Paul Auster,Miramax-Neue Deutsche Filmgesellschaft-Euro Space-Internal-Smoke Productions,Comedy-Drama,
12893,2004.0,Driving Miss Wealthy,103.0,6.3,James Yuen,James Yuen-Ching 'Jessica' Fong-Yiu Fai Lo,China Star Entertainment-One Hundred Years of Film Company-Film Unlimited-Youth Film Studio-S&W Entertainment Limited,Comedy-Romance,
12894,1960.0,The Time Machine,103.0,7.6,George Pal,David Duncan-H.G. Wells,George Pal Productions-Galaxy Films Inc.,Adventure-Romance-Sci-Fi-Thriller,
12895,1997.0,Ivanhoe,270.0,7.5,Stuart Orme,Deborah Cook-Walter Scott,A&E Television Networks-British Broadcasting Corporation,Adventure-Drama-Romance,
12896,1994.0,Bullets Over Broadway,98.0,7.5,Woody Allen,Woody Allen-Douglas McGrath,Miramax-Sweetland Films-Magnolia Productions,Comedy-Crime,
12897,2002.0,Unspeakable,108.0,3.3,Thomas J. Wright,Pavan Grover,Pavan Films-Unspeakable Productions,Horror-Thriller,
12898,1989.0,Fright Night Part II,,,,,,,
12899,1976.0,Pinocchio,73.0,6.1,Ron Field-Sid Smith,Carlo Collodi,Vidtronics,Family-Fantasy-Musical,
12900,2001.0,Reba: Season 1,,,,,,,
12901,1998.0,Star Kid,95.0,8.7,Zdravko Sotra,Zdravko Sotra-Milovan Vitezovic-Milovan Vitezovic,Komuna-Radio Televizija Srbije,Comedy-Romance,
12902,2002.0,Big Trouble,85.0,6.5,Barry Sonnenfeld,Dave Barry-Robert Ramsey-Matthew Stone,Touchstone Pictures-The Jacobson Company-Sonnenfeld Josephson Worldwide Entertainment-Sundale Productions Inc.,Comedy-Crime-Thriller,
12903,1999.0,Head On,,,,,,,
12904,1967.0,You Only Live Twice,117.0,6.9,Lewis Gilbert,Harold Jack Bloom-Roald Dahl-Ian Fleming,Eon Productions-Danjaq,Action-Adventure-Thriller,
12905,1993.0,Paul McCartney: Paul is Live in Concert,,7.6,Aubrey Powell,,,Music,
12906,1962.0,The Three Stooges in Orbit,90.0,5.9,Edward Bernds,Norman Maurer-Elwood Ullman,Columbia Pictures-Normandy Productions,Comedy-Sci-Fi,
12907,1995.0,Nelly and Monsieur Arnaud,106.0,7.4,Claude Sautet,Jacques Fieschi-Claude Sautet-Yves Ulmann,Cecchi Gori Group Tiger Cinematografica-Les Films Alain Sarde-Prokino Filmproduktion-TF1 Films Production,Drama,
12908,1996.0,Faithful,91.0,5.9,Paul Mazursky,Chazz Palminteri-Chazz Palminteri,Miramax-New Line Cinema-Price Entertainment-Savoy Pictures-Tribeca Productions,Comedy-Crime-Drama,
12909,1983.0,A Christmas Story: 20th Anniversary Edition: Bonus Material,,,,,,,
12910,1981.0,The Devil & Max Devlin,96.0,5.0,Steven Hilliard Stern,Mary Rodgers-Jimmy Sangster-Mary Rodgers,Walt Disney Productions,Comedy-Family-Fantasy,
12911,1999.0,Double Jeopardy,105.0,6.4,Bruce Beresford,David Weisberg-Douglas Cook,Paramount Pictures-MFP Munich Film Partners GmbH & Company I. Produktions KG-Province of British Columbia Production Services Tax Credit,Crime-Drama-Mystery-Thriller,
12912,1982.0,Metropolitan Opera: Puccini: La Boheme,,,,,,,
12913,1988.0,Funny Farm,101.0,6.2,George Roy Hill,Jay Cronley-Jeffrey Boam,Cornelius Productions-Pan Arts-Warner Bros.,Comedy-Drama,
12914,2003.0,Dragon Ball Z: Cell Games,,,,,,,
12915,2003.0,Jay Jay the Jet Plane: Good Friends Forever,,,,,,,
12916,1975.0,Sheba,90.0,5.8,William Girdler,William Girdler-David Sheldon-William Girdler,Mid-America Pictures-American International Pictures,Action-Crime-Drama-Thriller,
12917,1990.0,Rikyu,,,,,,,
12918,1997.0,Men in Black,98.0,7.3,Barry Sonnenfeld,Lowell Cunningham-Ed Solomon-Ed Solomon,Columbia Pictures-Amblin Entertainment-Parkes+MacDonald Image Nation,Adventure-Comedy-Mystery-Sci-Fi,
12919,1970.0,Chisum,111.0,6.9,Andrew V. McLaglen,Andrew J. Fenady-Andrew J. Fenady,Warner Bros.-Batjac Productions,Biography-Western,
12920,1999.0,Attack the Gas Station!,113.0,7.0,Sang-Jin Kim,Jeong-woo Park,CJ Entertainment-Fun and Happiness,Comedy,
12921,1919.0,Chaplin: The Collection: Vol. 3,,,,,,,
12922,1999.0,It's the Rage,99.0,5.6,James D. Stern,Keith Reddin,Mutual Films International-Newmarket Capital Group-Scanbox Entertainment-Screenland Pictures,Comedy-Drama,
12923,1998.0,Boltneck,,,,,,Documentary-Biography,
12924,1994.0,Where the Red Fern Grows 2,,,,,,,
12925,1979.0,The Dukes of Hazzard: Season 1,,,,,,,
12926,1988.0,Red Heat,104.0,6.1,Walter Hill,Walter Hill-Harry Kleiner-Walter Hill,Carolco Pictures-Lone Wolf-Oak Pictures,Action-Comedy-Crime-Thriller,
12927,1975.0,The Prisoner of Second Avenue,98.0,6.8,Melvin Frank,Neil Simon-Neil Simon,Major Studio Partners-Warner Bros.,Comedy,
12928,1982.0,National Geographic: Egypt: Quest for Eternity,60.0,7.4,Norris Brock,Miriam Birch,National Geographic Society-WQED,Documentary-History,
12929,1944.0,Sherlock Holmes: The Pearl of Death,69.0,7.4,Roy William Neill,Bertram Millhauser-Arthur Conan Doyle,Universal Pictures,Crime-Drama-Mystery-Thriller,
12930,1998.0,Occult History of the 3rd Reich #1: Enigma of the Swastika,,,,,,,
12931,1978.0,Heaven Can Wait,101.0,6.9,Warren Beatty-Buck Henry,Elaine May-Warren Beatty-Harry Segall,Paramount Pictures,Comedy-Fantasy-Romance-Sport,
12932,1994.0,Blue Tiger,88.0,5.7,Norberto Barba,Takashige Ichise-Joel Soisson,First Look International-NEO Motion Pictures-Ozla Productions,Action-Crime-Thriller,
12933,2002.0,Interstate 60,116.0,7.7,Bob Gale,Bob Gale,Fireworks Pictures-Fireworks Entertainment-Redeemable Features-Seven Arts Pictures,Adventure-Comedy-Drama-Fantasy,
12934,1989.0,Police Academy 6: City Under Siege,84.0,4.3,Peter Bonerz,Neal Israel-Pat Proft-Stephen Curwick,Warner Bros.,Comedy-Crime,
12935,2004.0,Bob Dylan: MTV Unplugged,,,,,,,
12936,1999.0,Hollywood Musicals of the '50s,,,,,,,
12937,1999.0,Buffy the Vampire Slayer: Season 4,,,,,,,
12938,1978.0,Scared Straight!,96.0,7.9,Arnold Shapiro,Arnold Shapiro,Golden West Television,Crime-Documentary,
12939,2001.0,The Best of Primetime Glick,,,,,,,
12940,1997.0,Event Horizon,96.0,6.7,Paul W.S. Anderson,Philip Eisner,Golar Productions-Impact Pictures-Paramount Pictures,Horror-Sci-Fi-Thriller,
12941,1999.0,Treehouse Hostage,91.0,5.6,Sean McNamara,Scot Lewis-Jeff Phillips,Brookwell-McNamara Entertainment-PorchLight Entertainment,Adventure-Comedy-Crime-Family,
12942,1962.0,Sanjuro,96.0,8.1,Akira Kurosawa,Ryûzô Kikushima-Hideo Oguni-Akira Kurosawa,Toho Company-Kurosawa Production Co.,Action-Crime-Drama-Thriller,
12943,2002.0,The Best of Power Rangers: The Ultimate Rangers,,,,,,,
12944,1949.0,A Letter to Three Wives,103.0,7.8,Joseph L. Mankiewicz,Vera Caspary-John Klempner-Joseph L. Mankiewicz,Twentieth Century Fox,Drama-Romance,
12945,2001.0,American Outlaws,94.0,6.0,Les Mayfield,Roderick Taylor-Roderick Taylor-John Rogers,Morgan Creek Entertainment,Action-Western,
12946,1992.0,Mystery Science Theater 3000: Hercules Unchained,92.0,7.8,Jim Mallon,Joel Hodgson-Michael J. Nelson-Trace Beaulieu,Best Brains,Comedy-Sci-Fi,
12947,2000.0,The Day I Became a Woman,78.0,7.3,Marzieh Makhmalbaf,Marzieh Makhmalbaf-Mohsen Makhmalbaf,Makhmalbaf Film House-Makhmalbaf Productions,Comedy-Drama,
12948,1986.0,'Round Midnight,133.0,7.4,Bertrand Tavernier,David Rayfiel-Bertrand Tavernier-Colo Tavernier,Little Bear-PECF,Drama-Music,
12949,2003.0,Midsomer Murders: A Talent for Life,99.0,7.6,Sarah Hellings,David Hoskins-Caroline Graham,Bentley Productions,Crime-Drama-Mystery,
12950,1973.0,Love & Anarchy,124.0,7.9,Lina Wertmüller,Lina Wertmüller,Euro International Film-Labrador Films,Comedy-Drama-Romance,
12951,1981.0,Ghost Story,110.0,6.3,John Irvin,Peter Straub-Lawrence D. Cohen,Universal Pictures,Drama-Horror-Thriller,
12952,2005.0,The God Who Wasn't There,62.0,6.9,Brian Flemming,Brian Flemming,Beyond Belief Media,Documentary-Biography-History,
12953,1972.0,The Getaway,123.0,7.5,Sam Peckinpah,Walter Hill-Jim Thompson,First Artists-Solar Productions-Foster-Brower Productions,Action-Crime-Thriller,
12954,1999.0,Merle Haggard in Concert,,7.5,,,,Documentary-Music,
12955,2001.0,The Perfect Wife,90.0,5.1,Don E. FauntLeRoy,Frank Rehwaldt-George Saunders-Richard Dana Smith,The Image Organization-World International Network,Drama-Thriller,
12956,2000.0,Angel: Season 2,,,,,,,
12957,2004.0,Greendale,21.0,,,,DIC Entertainment-Les Studios Tex,Animation-Family,
12958,1991.0,Home Improvement: Season 1,,,,,,,
12959,2004.0,Poker: More Secrets of No-Limit Hold 'Em,,,,,,,
12960,2001.0,Inspiracion,92.0,5.8,Angel M. Huerta,Angel M. Huerta,Huma Films-Ilusión Film Entertainment,Comedy-Romance,
12961,2000.0,Sally Hemings: An American Scandal,251.0,7.1,Charles Haid,Tina Andrews,CBS Productions-Craig Anderson Productions-Bad Boy Worldwide Entertainment Group,Biography-Drama-History-Romance,
12962,2000.0,Phir Bhi Dil Hai Hindustani,160.0,6.3,Aziz Mirza,Sanjay Chhel-Raaj Kumar Dahima-Manoj Lalwani,Dreamz Unlimited,Comedy-Drama-Musical-Romance,
12963,2003.0,Brush With Fate,100.0,6.3,Brent Shields,Susan Vreeland-Richard Russo,Hallmark Hall of Fame Productions,Drama,
12964,2005.0,Pride FC: Pride Fighting Legacy: Vol. 2,,,,,,,
12965,1974.0,Kolchak: The Night Stalker: The Complete Series,,,,,,,
12966,2004.0,The Aviator,170.0,7.5,Martin Scorsese,John Logan,Forward Pass-Appian Way-IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG-Initial Entertainment Group (IEG)-Warner Bros.-Miramax-Cappa Productions-Mel's Cite du Cinema,Biography-Drama,
12967,2005.0,Elaan,159.0,4.5,Vikram Bhatt,Robin Bhatt-Vikram Bhatt,Venus Films,Action-Thriller,
12968,1982.0,Nature: Horses,,,,,,,
12969,2000.0,Great Trains of America: Western Railroading,,,,,,,
12970,1982.0,Firefox,136.0,5.9,Clint Eastwood,Alex Lasker-Wendell Wellman-Craig Thomas,Major Studio Partners-The Malpaso Company,Action-Adventure-Thriller,
12971,2003.0,Dracula: Pages from a Virgin's Diary,,,,,,,
12972,2000.0,A Regular Frankie Fan: Rocky Horror Lives On,72.0,8.2,Scott Mabbutt,Scott Mabbutt,BAP Productions-Lighthead Productions LLC-Magick Films,Documentary,
12973,2000.0,Hera Pheri,156.0,8.2,Priyadarshan,Siddique-Lal-Neeraj Vora,A.G. Films,Action-Comedy-Crime-Musical-Thriller,
12974,1993.0,Benny and Joon,98.0,7.2,Jeremiah S. Chechik,Barry Berman-Lesley McNeil-Barry Berman,Metro-Goldwyn-Mayer-Roth-Arnold Productions,Comedy-Drama-Romance,
12975,1997.0,Open Your Eyes,117.0,7.8,Alejandro Amenábar,Alejandro Amenábar-Mateo Gil,Canal+ España-Las Producciones del Escorpión-Les Films Alain Sarde-Lucky Red-Sociedad General de Televisión,Drama-Mystery-Romance-Sci-Fi-Thriller,
12976,1968.0,Yours,111.0,7.2,Melville Shavelson,Helen Eileen Beardsley-Bob Carroll Jr.-Madelyn Davis,Desilu Productions-Walden Productions,Comedy-Family,
12977,1974.0,Free to Be You and Me,48.0,7.8,Bill Davis-Len Steckler-Fred Wolf,Bruce Hart-Norman Steinberg-Alan Uger,Free to Be Foundation-Murakami-Wolf Productions,Animation-Family-Musical,
12978,1931.0,Monkey Business,77.0,7.6,Norman Z. McLeod,S.J. Perelman-Will B. Johnstone-Arthur Sheekman,Paramount Pictures,Comedy-Musical,
12979,2002.0,The Adventures of Ociee Nash,,,,,,,
12980,2004.0,Life as We Know It: The Complete Series,,,,,,,
12981,1992.0,La Sentinelle,139.0,6.8,Arnaud Desplechin,Arnaud Desplechin-Pascale Ferran-Noémie Lvovsky,Why Not Productions-2001 Audiovisuel-La Sept Cinéma-Films A2-Canal+-Investimage 3-Sofiarp-Centre National de la Cinématographie (CNC)-Procirep,Thriller,
12982,2004.0,Craig Shoemaker: Live: That's a True Story!,,,,,,,
12983,1995.0,Trainspotting: Collector's Edition: Bonus Material,,,,,,,
12984,1951.0,Radar Men from the Moon,,,,,,,
12985,2005.0,Tom and Jerry: Spotlight Collection: Vol. 2,,,,,,,
12986,1995.0,The Prophecy,98.0,6.5,Gregory Widen,Gregory Widen,First Look International-NEO Motion Pictures-Overseas FilmGroup,Action-Crime-Drama-Fantasy-Horror-Mystery-Thriller,
12987,1999.0,Lain #3: Deus,,,,,,,
12988,1949.0,The Fighting Kentuckian,100.0,6.5,George Waggner,George Waggner,John Wayne Productions,Adventure-Romance-War-Western,
12989,1986.0,Big Trouble,93.0,5.3,John Cassavetes,Andrew Bergman,Columbia Pictures-Delphi III Productions,Comedy,
12990,2000.0,Carnivore,80.0,2.5,Joseph Kurtz-Kenneth Mader,Joseph Kurtz-Kenneth Mader,Maderfilm Productions,Horror-Sci-Fi,
12991,2001.0,The Affair of the Necklace,118.0,6.1,Charles Shyer,John Sweet,Alcon Entertainment,Drama-History-Romance,
12992,2005.0,Socha Na Tha,137.0,7.5,Imtiaz Ali,Imtiaz Ali,Dharmendra-Vijayta Films,Romance-Comedy,
12993,1999.0,The John Wayne Collection: Vol. 3: The Dawn Rider / The Trail Beyond,,,,,,,
12994,1998.0,One Tough Cop,90.0,5.2,Bruno Barreto,Bo Dietl-Ken Gross-Jeremy Iacone,Patriot Pictures,Action-Crime,
12995,1983.0,Andy Kaufman: The Andy Kaufman Show: Soundstage,,,,,,,
12996,1997.0,Operation Delta Force 2,105.0,3.8,Yossi Wein,Danny Lerner-David Sparling,Martien Holdings A.V.V.-Millennium Films,Action-Thriller,
12997,2004.0,Seed of Chucky,87.0,4.9,Don Mancini,Don Mancini-Don Mancini,Rogue Pictures-David Kirschner Productions-Castel Film Romania-La Sienega Productions,Comedy-Fantasy-Horror-Thriller,
12998,1979.0,All Quiet on the Western Front,123.0,7.1,Delbert Mann,Paul Monash-Erich Maria Remarque,Norman Rosemont Productions-Marble Arch Productions-ITC Entertainment Group,Drama-War,
12999,2003.0,Nip/Tuck: Season 1,,,,,,,
13000,1983.0,Armored Trooper Votoms Stage 3: Deadworld Sunsa,,,,,,,
13001,1983.0,Basket Case,48.0,7.7,Ivan Dixon,Donald P. Bellisario-Glen A. Larson-Julie Friedgen,Belisarius Productions-Glen A. Larson Productions-Universal Television,Action-Adventure-Crime-Drama-Mystery-Thriller,
13002,1989.0,A Nightmare on Elm Street 5: The Dream Child,89.0,5.1,Stephen Hopkins,Wes Craven-John Skipp-Craig Spector,New Line Cinema-Heron Communications-Smart Egg Pictures-The Fourth New Line-Heron Joint Venture,Fantasy-Horror,
13003,1999.0,The Jaundiced Eye,89.0,6.9,Nonny de la Peña,Nonny de la Peña,Fifth Estate Productions-Pyedog Productions,Documentary,
13004,1972.0,Butterflies Are Free,109.0,7.2,Milton Katselas,Leonard Gershe-Leonard Gershe,Frankovich Productions,Comedy-Drama-Music-Romance,
13005,2001.0,Sacrificio: Who Betrayed Che Guevara?,60.0,7.3,Erik Gandini-Tarik Saleh,,Atmo Media Network-Sveriges Television,Documentary,
13006,1979.0,Soap: Season 3,,,,,,,
13007,1975.0,Dog Day Afternoon,125.0,8.0,Sidney Lumet,Frank Pierson-P.F. Kluge-Thomas Moore,Warner Bros.-Artists Entertainment Complex,Biography-Crime-Drama-Thriller,
13008,1997.0,Mrs. Dalloway,97.0,6.8,Marleen Gorris,Eileen Atkins-Virginia Woolf,First Look International-Bayly/Paré Productions-Bergen Film & TV-Newmarket Capital Group-BBC Films-European Co-production Fund-Nederlandse Programma Stichting-Dutch Co-Production Fund-Nederlands Fonds voor de Film,Drama-Romance,
13009,2004.0,Yoga: Step by Step,54.0,,,,,,
13010,1996.0,Angels and Insects,,,Don DuPree,,Buena Vista Television,Talk-Show,
13011,2000.0,Kaho Naa Pyaar Hai,172.0,6.9,Rakesh Roshan,Rakesh Roshan-Sagar Sarhadi-Honey Irani,Film Kraft,Action-Romance,
13012,2003.0,Genius,,,,,,,
13013,1982.0,Simon and Garfunkel: Concert in Central Park,,,,,,,
13014,1992.0,Forever Knight: The Trilogy: Part 1,,,,,,,
13015,1987.0,The Lost Boys: Special Edition,,,,,,,
13016,2004.0,Agatha Christie's Poirot: The Hollow,,,,,,,
13017,2002.0,Dragon Ball: Commander Red Saga,,,,,,,
13018,1968.0,Spirits of the Dead,121.0,6.6,Federico Fellini-Louis Malle-Roger Vadim,Edgar Allan Poe-Roger Vadim-Pascal Cousin,Les Films Marceau-Produzioni Europee Associate-Cocinor,Drama-Horror-Mystery,
13019,2004.0,1421: The Year China Discovered America?,113.0,6.5,David Wallace,William Cran-David Wallace,Paladin InVision-Penguin Television,Documentary,
13020,1977.0,Jabberwocky,105.0,6.2,Terry Gilliam,Lewis Carroll-Charles Alverson-Terry Gilliam,Python Films-Umbrella Entertainment Productions,Adventure-Comedy-Fantasy,
13021,1999.0,Travel the World by Train: North America,60.0,6.5,Graham Loveridge,,,Documentary,
13022,1972.0,Lucio Fulci: Don't Torture a Duckling,,,,,,,
13023,1990.0,Rosencrantz and Guildenstern Are Dead,117.0,7.5,Tom Stoppard,Tom Stoppard,Brandenberg-WNET Channel 13 New York,Comedy-Drama,
13024,1973.0,Scream,,,,,,,
13025,2004.0,Cavedweller,101.0,5.7,Lisa Cholodenko,Dorothy Allison-Anne Meredith,Cavedweller Productions Ltd.-Dufferin Gate Productions-Orly Adelson Productions-Showtime Networks,Drama-Music,
13026,1998.0,Raped By an Angel 2: Uniform Fan,89.0,5.1,Aman Chang,Jing Wong,Jing's Production-Young Filmmakers Ltd.,Action-Comedy-Horror-Romance,
13027,2005.0,WWE: The Great American Bash 2005,180.0,6.0,Kevin Dunn,Court Bauer-Christopher DeJoseph-Rudy Fischmann,World Wrestling Entertainment,Sport,
13028,1992.0,Doing Time on Maple Drive,92.0,7.1,Ken Olin,James Duff,FNM Films,Drama,
13029,2005.0,Inside Deep Throat,89.0,6.7,Fenton Bailey-Randy Barbato,Fenton Bailey-Randy Barbato,Imagine Entertainment-HBO Documentary Films-World of Wonder-Home Box Office-World of Wonder Productions,Documentary-Biography-History,
13030,1999.0,To Serve and Protect,169.0,5.9,Jean de Segonzac,Vincent Patrick,Lakeside Productions-Wolper Organization,Thriller-Crime-Drama,
13031,1989.0,Star Trek: The Next Generation: Season 3,,,,,,,
13032,2004.0,The Stone Cold Truth,,7.2,Kevin Dunn,,World Wrestling Entertainment (WWE),Action,
13033,2000.0,Death Row Uncut,,,,,,,
13034,1954.0,Knights of the Round Table,,,,,,,
13035,2004.0,Mind Hunters,106.0,6.4,Renny Harlin,Wayne Kramer-Wayne Kramer-Kevin Brodbin,Dimension Films-Intermedia Films-Outlaw Productions-Avenue Pictures-Weed Road Pictures-Mindhunters (UK) Limited-Mindhunters Productie BV-Tonna Oy-Outlaw Victoria Productions Inc.-Egmond Film & Television,Crime-Horror-Mystery-Thriller,
13036,2004.0,Lingerie Bowl 2004: The Ultimate Catfight,,,,,,,
13037,1994.0,Main Khiladi Tu Anari,175.0,6.9,Sameer Malkan,Sachin Bhowmick-Kader Khan,United Seven Combines-Venus Records & Tapes,Action-Comedy-Drama-Romance,
13038,1996.0,Sci-Fighters,94.0,4.4,Peter Svatek,Mark Sevi,Shostak/Rossner Productions,Sci-Fi,
13039,1997.0,Paradise Road,122.0,6.8,Bruce Beresford,David Giles-Martin Meader-Bruce Beresford,Samson Productions Pty. Ltd.-Planet Pictures-YTC Motion Picture Investments-Village Roadshow Pictures,Drama-History-War,
13040,1977.0,Day of the Animals,97.0,5.4,William Girdler,William W. Norton-Eleanor E. Norton-Edward L. Montoro,Film Ventures International-Mid-America Pictures-Montoro Productions Ltd.,Horror-Sci-Fi-Thriller,
13041,1987.0,The Believers,114.0,6.1,John Schlesinger,Mark Frost-Nicholas Conde,Orion Pictures,Crime-Drama-Horror-Mystery-Thriller,
13042,2001.0,Will & Grace: Season 4,,,,,,,
13043,1986.0,Hard Lessons,100.0,6.1,Eric Laneuville,Charles Eric Johnson,Landsburg Company,Biography-Drama,
13044,2003.0,Crunch: Fat-Burning Pilates,,,,,,,
13045,1998.0,Don't Let Me Die on a Sunday,86.0,5.4,Didier Le Pêcheur,Didier Le Pêcheur,Program 33,Drama,
13046,2005.0,Mysterious Skin,24.0,7.9,Iginio Straffi,Francesco Artibani-Petra Bagnardi-Doug Booth,Rai Fiction-Rainbow S.r.l,Animation-Action-Adventure-Family-Fantasy-Thriller,
13047,2002.0,What's New Scooby-Doo?,30.0,7.2,,Jordana Arkin-Joseph Barbera-Chris Brown,Warner Bros. Animation-Warner Bros. Television-Cartoon Network-Hanna-Barbera Productions-Warner Bros.,Animation-Comedy-Family-Mystery,
13048,1969.0,Battle of Britain,132.0,7.0,Guy Hamilton,James Kennaway-Wilfred Greatorex-Derek Dempster,Spitfire Productions,Action-Drama-History-War,
13049,2002.0,The Jimmy Show,,,,,,,
13050,2002.0,Two Weeks Notice,101.0,6.1,Marc Lawrence,Marc Lawrence,Castle Rock Entertainment-Village Roadshow Pictures-NPV Entertainment-Fortis Films,Comedy-Romance,
13051,2004.0,Ghost in the Shell: Stand Alone Complex,,8.6,Junichi Fujisaku,Shirow Masamune-Marc Handler-Dai Satô,Cavia-Epics-Production I.G.-Sony Computer Entertainment,Action-Crime-Mystery-Sci-Fi-Thriller,
13052,1993.0,What's Eating Gilbert Grape,118.0,7.8,Lasse Hallström,Peter Hedges-Peter Hedges,Paramount Pictures,Drama,
13053,1965.0,The Beast that Killed Women/ The Monster of Camp Sunshine,,,,,,,
13054,2004.0,Pingu: Chillin' with Pingu,,,,,,,
13055,1981.0,Rocky (Hindi),,,,,,,
13056,1999.0,Bicentennial Man,132.0,6.9,Chris Columbus,Isaac Asimov-Isaac Asimov-Robert Silverberg,1492 Pictures-Columbia Pictures-Laurence Mark Productions-Radiant Productions-Touchstone Pictures,Comedy-Drama-Sci-Fi,
13057,1942.0,Val Lewton: Cat People / The Curse of the Cat People,,,,,,,
13058,1991.0,Backdraft,137.0,6.7,Ron Howard,Gregory Widen,Imagine Films Entertainment-Trilogy Entertainment Group,Action-Crime-Drama-Mystery-Thriller,
13059,1983.0,The Man Who Loved Women,110.0,5.2,Blake Edwards,Blake Edwards-Milton Wexler-Geoffrey Edwards,Delphi Films-Columbia Pictures,Comedy-Drama-Romance,
13060,2004.0,Rockets Redglare,,,,,,,
